Source,Target,Weight,Type
user_39827,user_114530,1,Undirected
user_39827,user_467878,1,Undirected
user_39827,user_264722,1,Undirected
user_39827,user_140998,1,Undirected
user_147804,user_277631,1,Undirected
user_147804,user_282122,1,Undirected
user_285206,user_494928,1,Undirected
user_285206,user_488205,1,Undirected
user_285206,user_489858,1,Undirected
user_445008,user_152179,1,Undirected
user_445008,user_192648,1,Undirected
user_445008,user_321253,1,Undirected
user_445008,user_58087,1,Undirected
user_445008,user_162235,1,Undirected
user_445008,user_299054,1,Undirected
user_445008,user_10336,1,Undirected
user_408919,user_361310,1,Undirected
user_408919,user_79748,1,Undirected
user_408919,user_282636,1,Undirected
user_87688,user_365885,1,Undirected
user_87688,user_104137,1,Undirected
user_87688,user_373113,1,Undirected
user_87688,user_21232,1,Undirected
user_111454,user_472294,1,Undirected
user_111454,user_457642,1,Undirected
user_111454,user_326839,1,Undirected
user_111454,user_183873,1,Undirected
user_111454,user_6677,1,Undirected
user_111454,user_374104,1,Undirected
user_111454,user_119368,1,Undirected
user_111454,user_43693,1,Undirected
user_57430,user_22834,1,Undirected
user_410011,user_41152,1,Undirected
user_410011,user_249661,1,Undirected
user_472294,user_457642,1,Undirected
user_472294,user_326839,1,Undirected
user_472294,user_183873,1,Undirected
user_472294,user_6677,1,Undirected
user_222061,user_341196,1,Undirected
user_178359,user_157837,1,Undirected
user_178359,user_230584,1,Undirected
user_178359,user_155961,1,Undirected
user_432109,user_478402,1,Undirected
user_162623,user_138575,1,Undirected
user_290868,user_343098,1,Undirected
user_290868,user_110427,1,Undirected
user_290868,user_252244,1,Undirected
user_290868,user_142505,1,Undirected
user_277631,user_282122,1,Undirected
user_481774,user_286541,1,Undirected
user_489691,user_25445,1,Undirected
user_489691,user_137098,1,Undirected
user_489691,user_238369,1,Undirected
user_489691,user_56520,1,Undirected
user_343098,user_110427,1,Undirected
user_343098,user_252244,1,Undirected
user_343098,user_142505,1,Undirected
user_21461,user_199696,1,Undirected
user_21461,user_99234,1,Undirected
user_405459,user_441335,1,Undirected
user_405459,user_26602,1,Undirected
user_405459,user_71629,1,Undirected
user_19899,user_46233,1,Undirected
user_110427,user_252244,1,Undirected
user_110427,user_142505,1,Undirected
user_445167,user_372715,1,Undirected
user_467112,user_148926,1,Undirected
user_467112,user_269782,1,Undirected
user_467112,user_113475,1,Undirected
user_467112,user_7297,1,Undirected
user_467112,user_140541,1,Undirected
user_467112,user_18244,1,Undirected
user_307216,user_264341,1,Undirected
user_40368,user_112043,1,Undirected
user_441335,user_26602,1,Undirected
user_252244,user_142505,1,Undirected
user_148926,user_269782,1,Undirected
user_148926,user_113475,1,Undirected
user_148926,user_7297,1,Undirected
user_148926,user_140541,1,Undirected
user_148926,user_18244,1,Undirected
user_269782,user_113475,1,Undirected
user_269782,user_7297,1,Undirected
user_269782,user_140541,1,Undirected
user_269782,user_18244,1,Undirected
user_25445,user_137098,1,Undirected
user_25445,user_238369,1,Undirected
user_25445,user_56520,1,Undirected
user_25445,user_22939,1,Undirected
user_25445,user_137705,1,Undirected
user_25445,user_260434,1,Undirected
user_41152,user_249661,1,Undirected
user_54268,user_173965,1,Undirected
user_137098,user_238369,1,Undirected
user_137098,user_56520,1,Undirected
user_457642,user_326839,1,Undirected
user_457642,user_183873,1,Undirected
user_457642,user_6677,1,Undirected
user_496665,user_101870,1,Undirected
user_496665,user_341436,1,Undirected
user_496665,user_124826,1,Undirected
user_496665,user_18598,1,Undirected
user_113475,user_402651,1,Undirected
user_113475,user_153376,1,Undirected
user_113475,user_7297,1,Undirected
user_113475,user_140541,1,Undirected
user_113475,user_18244,1,Undirected
user_326839,user_183873,1,Undirected
user_326839,user_6677,1,Undirected
user_326839,user_315799,1,Undirected
user_326839,user_9010,1,Undirected
user_326839,user_194288,1,Undirected
user_326839,user_4891,1,Undirected
user_361310,user_79748,1,Undirected
user_361310,user_282636,1,Undirected
user_101870,user_341436,1,Undirected
user_101870,user_124826,1,Undirected
user_101870,user_18598,1,Undirected
user_157837,user_230584,1,Undirected
user_157837,user_155961,1,Undirected
user_7297,user_140541,1,Undirected
user_7297,user_18244,1,Undirected
user_494928,user_488205,1,Undirected
user_494928,user_489858,1,Undirected
user_494928,user_424068,1,Undirected
user_494928,user_108346,1,Undirected
user_385946,user_7430,1,Undirected
user_385946,user_426608,1,Undirected
user_385946,user_147036,1,Undirected
user_385946,user_182501,1,Undirected
user_385946,user_235744,1,Undirected
user_183873,user_6677,1,Undirected
user_341436,user_124826,1,Undirected
user_341436,user_18598,1,Undirected
user_140541,user_18244,1,Undirected
user_124826,user_18598,1,Undirected
user_418487,user_335423,1,Undirected
user_418487,user_274885,1,Undirected
user_238369,user_56520,1,Undirected
user_488205,user_489858,1,Undirected
user_335423,user_274885,1,Undirected
user_230584,user_155961,1,Undirected
user_79748,user_282636,1,Undirected
user_79748,user_473658,1,Undirected
user_79748,user_8817,1,Undirected
user_79748,user_395533,1,Undirected
user_79748,user_276332,1,Undirected
user_79748,user_24439,1,Undirected
user_79748,user_418090,1,Undirected
user_79748,user_394380,1,Undirected
user_177485,user_325428,1,Undirected
user_329322,user_400318,1,Undirected
user_381505,user_229082,1,Undirected
user_381505,user_52768,1,Undirected
user_381505,user_203927,1,Undirected
user_381505,user_95497,1,Undirected
user_381505,user_244262,1,Undirected
user_17935,user_290671,1,Undirected
user_229082,user_52768,1,Undirected
user_229082,user_203927,1,Undirected
user_229082,user_95497,1,Undirected
user_229082,user_244262,1,Undirected
user_39395,user_149097,1,Undirected
user_36940,user_160713,1,Undirected
user_36940,user_91771,1,Undirected
user_340673,user_486507,1,Undirected
user_340673,user_390315,1,Undirected
user_160713,user_91771,1,Undirected
user_317488,user_422344,1,Undirected
user_317488,user_27127,1,Undirected
user_317488,user_199642,1,Undirected
user_317488,user_198381,1,Undirected
user_317488,user_377747,1,Undirected
user_382565,user_154335,1,Undirected
user_380144,user_294891,1,Undirected
user_380144,user_211528,1,Undirected
user_380144,user_357979,1,Undirected
user_380144,user_348951,1,Undirected
user_380144,user_12426,1,Undirected
user_190397,user_198643,1,Undirected
user_73323,user_495154,1,Undirected
user_73323,user_77902,1,Undirected
user_429126,user_269302,1,Undirected
user_429126,user_431243,1,Undirected
user_370338,user_313514,1,Undirected
user_370338,user_287189,1,Undirected
user_52768,user_203927,1,Undirected
user_52768,user_95497,1,Undirected
user_52768,user_244262,1,Undirected
user_10475,user_110354,1,Undirected
user_10475,user_335569,1,Undirected
user_10475,user_472464,1,Undirected
user_10475,user_375624,1,Undirected
user_10475,user_16601,1,Undirected
user_194293,user_367803,1,Undirected
user_194293,user_286440,1,Undirected
user_198643,user_258527,1,Undirected
user_495154,user_77902,1,Undirected
user_422344,user_27127,1,Undirected
user_422344,user_199642,1,Undirected
user_422344,user_198381,1,Undirected
user_422344,user_377747,1,Undirected
user_279687,user_475623,1,Undirected
user_279687,user_274891,1,Undirected
user_294891,user_211528,1,Undirected
user_294891,user_357979,1,Undirected
user_294891,user_348951,1,Undirected
user_294891,user_12426,1,Undirected
user_215373,user_45829,1,Undirected
user_215373,user_117104,1,Undirected
user_215373,user_297397,1,Undirected
user_215373,user_478683,1,Undirected
user_215373,user_60771,1,Undirected
user_117104,user_297397,1,Undirected
user_117104,user_478683,1,Undirected
user_117104,user_60771,1,Undirected
user_269302,user_431243,1,Undirected
user_475623,user_274891,1,Undirected
user_475623,user_193007,1,Undirected
user_27127,user_199642,1,Undirected
user_27127,user_198381,1,Undirected
user_27127,user_377747,1,Undirected
user_203927,user_95497,1,Undirected
user_203927,user_244262,1,Undirected
user_328041,user_329194,1,Undirected
user_328041,user_158637,1,Undirected
user_328041,user_306669,1,Undirected
user_356413,user_21932,1,Undirected
user_356413,user_150257,1,Undirected
user_356413,user_134006,1,Undirected
user_356413,user_209382,1,Undirected
user_356413,user_96123,1,Undirected
user_367803,user_286440,1,Undirected
user_220184,user_418947,1,Undirected
user_220184,user_361161,1,Undirected
user_220184,user_205660,1,Undirected
user_220184,user_329785,1,Undirected
user_220184,user_113453,1,Undirected
user_220184,user_443403,1,Undirected
user_329194,user_158637,1,Undirected
user_329194,user_306669,1,Undirected
user_211528,user_357979,1,Undirected
user_211528,user_348951,1,Undirected
user_211528,user_12426,1,Undirected
user_357979,user_348951,1,Undirected
user_357979,user_12426,1,Undirected
user_199642,user_198381,1,Undirected
user_199642,user_377747,1,Undirected
user_14182,user_240649,1,Undirected
user_348951,user_12426,1,Undirected
user_486507,user_390315,1,Undirected
user_21932,user_150257,1,Undirected
user_21932,user_134006,1,Undirected
user_21932,user_209382,1,Undirected
user_21932,user_96123,1,Undirected
user_21932,user_432137,1,Undirected
user_21932,user_459962,1,Undirected
user_21932,user_262356,1,Undirected
user_410210,user_157281,1,Undirected
user_150257,user_134006,1,Undirected
user_150257,user_209382,1,Undirected
user_150257,user_96123,1,Undirected
user_134006,user_209382,1,Undirected
user_134006,user_96123,1,Undirected
user_134006,user_440825,1,Undirected
user_95497,user_244262,1,Undirected
user_158637,user_306669,1,Undirected
user_209382,user_96123,1,Undirected
user_297397,user_478683,1,Undirected
user_297397,user_60771,1,Undirected
user_443081,user_22301,1,Undirected
user_443081,user_205040,1,Undirected
user_443081,user_345368,1,Undirected
user_443081,user_151538,1,Undirected
user_443081,user_233793,1,Undirected
user_443081,user_381087,1,Undirected
user_443081,user_39909,1,Undirected
user_177131,user_322614,1,Undirected
user_177131,user_191370,1,Undirected
user_177131,user_231336,1,Undirected
user_177131,user_290449,1,Undirected
user_478056,user_328518,1,Undirected
user_478056,user_152960,1,Undirected
user_478056,user_390162,1,Undirected
user_398919,user_325957,1,Undirected
user_398919,user_221847,1,Undirected
user_143946,user_190177,1,Undirected
user_143946,user_280096,1,Undirected
user_143946,user_127744,1,Undirected
user_81111,user_244985,1,Undirected
user_81111,user_379532,1,Undirected
user_81111,user_104443,1,Undirected
user_251892,user_158724,1,Undirected
user_251892,user_172263,1,Undirected
user_251892,user_423672,1,Undirected
user_251892,user_283361,1,Undirected
user_399745,user_355119,1,Undirected
user_264530,user_377093,1,Undirected
user_264530,user_164229,1,Undirected
user_264530,user_51258,1,Undirected
user_264530,user_119935,1,Undirected
user_264530,user_488538,1,Undirected
user_264530,user_447584,1,Undirected
user_264530,user_447934,1,Undirected
user_264530,user_223906,1,Undirected
user_264530,user_286418,1,Undirected
user_264530,user_456275,1,Undirected
user_264530,user_294555,1,Undirected
user_264530,user_52615,1,Undirected
user_325957,user_221847,1,Undirected
user_322614,user_191370,1,Undirected
user_322614,user_231336,1,Undirected
user_322614,user_290449,1,Undirected
user_22301,user_205040,1,Undirected
user_22301,user_345368,1,Undirected
user_22301,user_151538,1,Undirected
user_22301,user_233793,1,Undirected
user_22301,user_381087,1,Undirected
user_22301,user_39909,1,Undirected
user_427357,user_12974,1,Undirected
user_83390,user_419320,1,Undirected
user_42223,user_187805,1,Undirected
user_42223,user_446436,1,Undirected
user_42223,user_179224,1,Undirected
user_42223,user_141711,1,Undirected
user_42223,user_449169,1,Undirected
user_42223,user_326401,1,Undirected
user_377093,user_164229,1,Undirected
user_377093,user_51258,1,Undirected
user_377093,user_119935,1,Undirected
user_205040,user_345368,1,Undirected
user_205040,user_151538,1,Undirected
user_205040,user_233793,1,Undirected
user_205040,user_381087,1,Undirected
user_205040,user_39909,1,Undirected
user_378543,user_4006,1,Undirected
user_378543,user_115122,1,Undirected
user_190177,user_280096,1,Undirected
user_190177,user_127744,1,Undirected
user_14816,user_286283,1,Undirected
user_276891,user_234232,1,Undirected
user_276891,user_367117,1,Undirected
user_99881,user_254005,1,Undirected
user_38560,user_223477,1,Undirected
user_38560,user_476088,1,Undirected
user_241921,user_69182,1,Undirected
user_4006,user_115122,1,Undirected
user_191370,user_231336,1,Undirected
user_191370,user_290449,1,Undirected
user_191370,user_129895,1,Undirected
user_361419,user_469167,1,Undirected
user_164229,user_51258,1,Undirected
user_164229,user_119935,1,Undirected
user_280096,user_127744,1,Undirected
user_4393,user_47516,1,Undirected
user_4393,user_189166,1,Undirected
user_187805,user_446436,1,Undirected
user_187805,user_179224,1,Undirected
user_187805,user_141711,1,Undirected
user_187805,user_449169,1,Undirected
user_187805,user_326401,1,Undirected
user_446436,user_179224,1,Undirected
user_446436,user_141711,1,Undirected
user_446436,user_449169,1,Undirected
user_446436,user_326401,1,Undirected
user_328518,user_152960,1,Undirected
user_328518,user_390162,1,Undirected
user_292048,user_479413,1,Undirected
user_69182,user_401418,1,Undirected
user_69182,user_336999,1,Undirected
user_69182,user_156774,1,Undirected
user_69182,user_405934,1,Undirected
user_69182,user_416072,1,Undirected
user_69182,user_76265,1,Undirected
user_69182,user_288254,1,Undirected
user_69182,user_50611,1,Undirected
user_69182,user_446998,1,Undirected
user_345368,user_151538,1,Undirected
user_345368,user_233793,1,Undirected
user_345368,user_381087,1,Undirected
user_345368,user_39909,1,Undirected
user_29545,user_67725,1,Undirected
user_29545,user_394355,1,Undirected
user_158724,user_172263,1,Undirected
user_158724,user_423672,1,Undirected
user_158724,user_283361,1,Undirected
user_47516,user_189166,1,Undirected
user_285189,user_8891,1,Undirected
user_314518,user_58614,1,Undirected
user_314518,user_177408,1,Undirected
user_194654,user_183531,1,Undirected
user_179224,user_141711,1,Undirected
user_179224,user_449169,1,Undirected
user_179224,user_326401,1,Undirected
user_152960,user_390162,1,Undirected
user_58614,user_177408,1,Undirected
user_58614,user_231808,1,Undirected
user_58614,user_126008,1,Undirected
user_58614,user_366931,1,Undirected
user_141711,user_449169,1,Undirected
user_141711,user_326401,1,Undirected
user_335815,user_159499,1,Undirected
user_172263,user_423672,1,Undirected
user_172263,user_283361,1,Undirected
user_172263,user_434529,1,Undirected
user_423672,user_283361,1,Undirected
user_449169,user_326401,1,Undirected
user_151538,user_233793,1,Undirected
user_151538,user_381087,1,Undirected
user_151538,user_39909,1,Undirected
user_151538,user_86521,1,Undirected
user_67725,user_192435,1,Undirected
user_67725,user_394355,1,Undirected
user_244985,user_379532,1,Undirected
user_244985,user_104443,1,Undirected
user_233793,user_381087,1,Undirected
user_233793,user_39909,1,Undirected
user_287954,user_394059,1,Undirected
user_287954,user_351548,1,Undirected
user_287954,user_401760,1,Undirected
user_287954,user_18253,1,Undirected
user_214297,user_480043,1,Undirected
user_214297,user_272978,1,Undirected
user_214297,user_212408,1,Undirected
user_214297,user_358518,1,Undirected
user_214297,user_121702,1,Undirected
user_214297,user_63969,1,Undirected
user_214297,user_294113,1,Undirected
user_214297,user_399957,1,Undirected
user_214297,user_233141,1,Undirected
user_54776,user_183310,1,Undirected
user_54776,user_363121,1,Undirected
user_113239,user_191518,1,Undirected
user_113239,user_99257,1,Undirected
user_473101,user_104143,1,Undirected
user_473101,user_164364,1,Undirected
user_473101,user_243721,1,Undirected
user_49260,user_341424,1,Undirected
user_49260,user_425265,1,Undirected
user_49260,user_327071,1,Undirected
user_49260,user_113222,1,Undirected
user_49260,user_166427,1,Undirected
user_49260,user_102812,1,Undirected
user_116683,user_99962,1,Undirected
user_116683,user_463852,1,Undirected
user_116683,user_374443,1,Undirected
user_116683,user_107297,1,Undirected
user_274834,user_270208,1,Undirected
user_274834,user_410048,1,Undirected
user_274834,user_270651,1,Undirected
user_274834,user_169403,1,Undirected
user_274834,user_99974,1,Undirected
user_123820,user_252440,1,Undirected
user_140979,user_162077,1,Undirected
user_394059,user_351548,1,Undirected
user_394059,user_401760,1,Undirected
user_394059,user_18253,1,Undirected
user_394059,user_209878,1,Undirected
user_394059,user_253490,1,Undirected
user_394059,user_312649,1,Undirected
user_394059,user_242505,1,Undirected
user_394059,user_182423,1,Undirected
user_394059,user_181445,1,Undirected
user_394059,user_387018,1,Undirected
user_394059,user_260268,1,Undirected
user_394059,user_263010,1,Undirected
user_394059,user_347519,1,Undirected
user_394059,user_70589,1,Undirected
user_394059,user_148905,1,Undirected
user_394059,user_243840,1,Undirected
user_394059,user_1114,1,Undirected
user_394059,user_169236,1,Undirected
user_11084,user_40628,1,Undirected
user_286441,user_389416,1,Undirected
user_473125,user_38049,1,Undirected
user_473125,user_113501,1,Undirected
user_473125,user_139939,1,Undirected
user_473125,user_37671,1,Undirected
user_38049,user_113501,1,Undirected
user_38049,user_139939,1,Undirected
user_38049,user_37671,1,Undirected
user_228594,user_263947,1,Undirected
user_228594,user_451154,1,Undirected
user_490831,user_105332,1,Undirected
user_490831,user_116010,1,Undirected
user_490831,user_185080,1,Undirected
user_490831,user_252835,1,Undirected
user_257036,user_158442,1,Undirected
user_270208,user_410048,1,Undirected
user_270208,user_270651,1,Undirected
user_270208,user_169403,1,Undirected
user_270208,user_99974,1,Undirected
user_270208,user_431804,1,Undirected
user_270208,user_468112,1,Undirected
user_270208,user_246965,1,Undirected
user_58989,user_44733,1,Undirected
user_105332,user_485565,1,Undirected
user_105332,user_303993,1,Undirected
user_105332,user_307183,1,Undirected
user_105332,user_186592,1,Undirected
user_105332,user_116010,1,Undirected
user_105332,user_185080,1,Undirected
user_105332,user_252835,1,Undirected
user_113501,user_139939,1,Undirected
user_113501,user_37671,1,Undirected
user_448719,user_314550,1,Undirected
user_448719,user_308697,1,Undirected
user_15613,user_480165,1,Undirected
user_480043,user_272978,1,Undirected
user_480043,user_212408,1,Undirected
user_296869,user_397324,1,Undirected
user_296869,user_432860,1,Undirected
user_296869,user_169101,1,Undirected
user_296869,user_118792,1,Undirected
user_191518,user_99257,1,Undirected
user_99962,user_463852,1,Undirected
user_99962,user_374443,1,Undirected
user_99962,user_107297,1,Undirected
user_256304,user_198056,1,Undirected
user_272978,user_212408,1,Undirected
user_410048,user_270651,1,Undirected
user_410048,user_169403,1,Undirected
user_410048,user_99974,1,Undirected
user_168281,user_438958,1,Undirected
user_225085,user_296307,1,Undirected
user_225085,user_425334,1,Undirected
user_225085,user_178473,1,Undirected
user_326482,user_126758,1,Undirected
user_326482,user_135215,1,Undirected
user_326482,user_56333,1,Undirected
user_463852,user_374443,1,Undirected
user_463852,user_107297,1,Undirected
user_374443,user_107297,1,Undirected
user_161040,user_408581,1,Undirected
user_302334,user_11848,1,Undirected
user_116010,user_185080,1,Undirected
user_116010,user_252835,1,Undirected
user_183310,user_363121,1,Undirected
user_263947,user_451154,1,Undirected
user_139939,user_37671,1,Undirected
user_139939,user_39980,1,Undirected
user_139939,user_398704,1,Undirected
user_139939,user_64154,1,Undirected
user_341424,user_425265,1,Undirected
user_270651,user_169403,1,Undirected
user_270651,user_99974,1,Undirected
user_104143,user_164364,1,Undirected
user_104143,user_243721,1,Undirected
user_104143,user_126412,1,Undirected
user_104143,user_484203,1,Undirected
user_104143,user_6053,1,Undirected
user_164364,user_243721,1,Undirected
user_126758,user_135215,1,Undirected
user_126758,user_56333,1,Undirected
user_425265,user_365405,1,Undirected
user_425265,user_478473,1,Undirected
user_425265,user_29723,1,Undirected
user_425265,user_399897,1,Undirected
user_425265,user_217085,1,Undirected
user_425265,user_105279,1,Undirected
user_397324,user_432860,1,Undirected
user_397324,user_169101,1,Undirected
user_397324,user_118792,1,Undirected
user_397324,user_339119,1,Undirected
user_397324,user_159043,1,Undirected
user_397324,user_352308,1,Undirected
user_135215,user_56333,1,Undirected
user_446624,user_4867,1,Undirected
user_351548,user_401760,1,Undirected
user_351548,user_18253,1,Undirected
user_162278,user_181202,1,Undirected
user_179728,user_125046,1,Undirected
user_100731,user_225208,1,Undirected
user_100731,user_135508,1,Undirected
user_185080,user_252835,1,Undirected
user_432860,user_169101,1,Undirected
user_432860,user_118792,1,Undirected
user_169403,user_99974,1,Undirected
user_169101,user_118792,1,Undirected
user_296307,user_425334,1,Undirected
user_296307,user_178473,1,Undirected
user_425334,user_178473,1,Undirected
user_225513,user_380857,1,Undirected
user_49081,user_322868,1,Undirected
user_262888,user_211191,1,Undirected
user_262888,user_110410,1,Undirected
user_262888,user_323991,1,Undirected
user_262888,user_122311,1,Undirected
user_229997,user_483343,1,Undirected
user_322659,user_95945,1,Undirected
user_211191,user_110410,1,Undirected
user_211191,user_323991,1,Undirected
user_211191,user_122311,1,Undirected
user_68382,user_229936,1,Undirected
user_68382,user_52395,1,Undirected
user_225149,user_10696,1,Undirected
user_225149,user_288790,1,Undirected
user_261258,user_432790,1,Undirected
user_261258,user_24148,1,Undirected
user_110066,user_220850,1,Undirected
user_110066,user_275555,1,Undirected
user_110066,user_183582,1,Undirected
user_110066,user_382716,1,Undirected
user_110066,user_112478,1,Undirected
user_467697,user_175960,1,Undirected
user_467697,user_75829,1,Undirected
user_327243,user_367083,1,Undirected
user_327243,user_62791,1,Undirected
user_327243,user_499972,1,Undirected
user_327243,user_220571,1,Undirected
user_327243,user_450114,1,Undirected
user_229936,user_52395,1,Undirected
user_476666,user_494459,1,Undirected
user_476666,user_364311,1,Undirected
user_417681,user_257288,1,Undirected
user_417681,user_236051,1,Undirected
user_417681,user_323447,1,Undirected
user_417681,user_136812,1,Undirected
user_417681,user_50747,1,Undirected
user_448588,user_154971,1,Undirected
user_448588,user_40162,1,Undirected
user_184454,user_89646,1,Undirected
user_184454,user_71159,1,Undirected
user_184454,user_493295,1,Undirected
user_184454,user_303159,1,Undirected
user_110410,user_323991,1,Undirected
user_110410,user_122311,1,Undirected
user_217909,user_410630,1,Undirected
user_164483,user_239196,1,Undirected
user_164483,user_132426,1,Undirected
user_490566,user_169880,1,Undirected
user_490566,user_295673,1,Undirected
user_490566,user_415135,1,Undirected
user_490566,user_484922,1,Undirected
user_490566,user_493766,1,Undirected
user_494459,user_364311,1,Undirected
user_10696,user_288790,1,Undirected
user_367083,user_62791,1,Undirected
user_367083,user_499972,1,Undirected
user_367083,user_220571,1,Undirected
user_367083,user_450114,1,Undirected
user_10388,user_233087,1,Undirected
user_282038,user_161243,1,Undirected
user_282038,user_266356,1,Undirected
user_282038,user_225525,1,Undirected
user_282038,user_190798,1,Undirected
user_282038,user_431161,1,Undirected
user_154971,user_40162,1,Undirected
user_257288,user_236051,1,Undirected
user_257288,user_323447,1,Undirected
user_257288,user_136812,1,Undirected
user_257288,user_50747,1,Undirected
user_288790,user_365043,1,Undirected
user_288790,user_317953,1,Undirected
user_288790,user_371007,1,Undirected
user_175960,user_75829,1,Undirected
user_354802,user_65442,1,Undirected
user_236051,user_323447,1,Undirected
user_236051,user_136812,1,Undirected
user_236051,user_50747,1,Undirected
user_367637,user_75958,1,Undirected
user_323447,user_136812,1,Undirected
user_323447,user_50747,1,Undirected
user_169880,user_295673,1,Undirected
user_169880,user_415135,1,Undirected
user_169880,user_484922,1,Undirected
user_169880,user_493766,1,Undirected
user_62791,user_499972,1,Undirected
user_62791,user_220571,1,Undirected
user_62791,user_450114,1,Undirected
user_323991,user_122311,1,Undirected
user_295673,user_415135,1,Undirected
user_295673,user_484922,1,Undirected
user_295673,user_493766,1,Undirected
user_89646,user_71159,1,Undirected
user_89646,user_493295,1,Undirected
user_309555,user_298832,1,Undirected
user_309555,user_22773,1,Undirected
user_309555,user_451246,1,Undirected
user_136812,user_50747,1,Undirected
user_42780,user_401680,1,Undirected
user_415135,user_484922,1,Undirected
user_415135,user_493766,1,Undirected
user_239196,user_132426,1,Undirected
user_40472,user_329848,1,Undirected
user_40472,user_301376,1,Undirected
user_40472,user_343387,1,Undirected
user_40472,user_18576,1,Undirected
user_40472,user_165958,1,Undirected
user_40472,user_251010,1,Undirected
user_40472,user_40610,1,Undirected
user_329848,user_301376,1,Undirected
user_329848,user_343387,1,Undirected
user_329848,user_18576,1,Undirected
user_329848,user_165958,1,Undirected
user_329848,user_251010,1,Undirected
user_329848,user_40610,1,Undirected
user_329848,user_196201,1,Undirected
user_150251,user_125811,1,Undirected
user_150251,user_423539,1,Undirected
user_150251,user_356895,1,Undirected
user_150251,user_55401,1,Undirected
user_150251,user_107476,1,Undirected
user_150251,user_249512,1,Undirected
user_150251,user_440081,1,Undirected
user_150251,user_254230,1,Undirected
user_150251,user_225863,1,Undirected
user_394766,user_394683,1,Undirected
user_394766,user_426130,1,Undirected
user_394766,user_231883,1,Undirected
user_394766,user_54546,1,Undirected
user_185003,user_357774,1,Undirected
user_185003,user_304050,1,Undirected
user_176273,user_166163,1,Undirected
user_176273,user_482636,1,Undirected
user_172090,user_449308,1,Undirected
user_172090,user_281374,1,Undirected
user_172090,user_428292,1,Undirected
user_166163,user_482636,1,Undirected
user_46530,user_60058,1,Undirected
user_46530,user_420166,1,Undirected
user_46530,user_216456,1,Undirected
user_46530,user_188296,1,Undirected
user_60058,user_420166,1,Undirected
user_60058,user_216456,1,Undirected
user_60058,user_188296,1,Undirected
user_125811,user_423539,1,Undirected
user_125811,user_356895,1,Undirected
user_125811,user_55401,1,Undirected
user_125811,user_107476,1,Undirected
user_125811,user_249512,1,Undirected
user_356297,user_125649,1,Undirected
user_356297,user_354278,1,Undirected
user_356297,user_1921,1,Undirected
user_111653,user_367281,1,Undirected
user_303159,user_62909,1,Undirected
user_270530,user_318579,1,Undirected
user_270530,user_41720,1,Undirected
user_301376,user_343387,1,Undirected
user_301376,user_18576,1,Undirected
user_301376,user_165958,1,Undirected
user_301376,user_251010,1,Undirected
user_301376,user_40610,1,Undirected
user_21513,user_27803,1,Undirected
user_21513,user_218206,1,Undirected
user_449308,user_281374,1,Undirected
user_449308,user_428292,1,Undirected
user_257596,user_313048,1,Undirected
user_343387,user_18576,1,Undirected
user_343387,user_165958,1,Undirected
user_343387,user_251010,1,Undirected
user_343387,user_40610,1,Undirected
user_357774,user_304050,1,Undirected
user_286333,user_284375,1,Undirected
user_394683,user_426130,1,Undirected
user_394683,user_231883,1,Undirected
user_394683,user_54546,1,Undirected
user_394683,user_285647,1,Undirected
user_264899,user_227679,1,Undirected
user_264899,user_434266,1,Undirected
user_264899,user_122046,1,Undirected
user_193084,user_308707,1,Undirected
user_193084,user_238760,1,Undirected
user_193084,user_89772,1,Undirected
user_193084,user_5419,1,Undirected
user_193084,user_151788,1,Undirected
user_18576,user_165958,1,Undirected
user_18576,user_251010,1,Undirected
user_18576,user_40610,1,Undirected
user_18576,user_226186,1,Undirected
user_18576,user_239861,1,Undirected
user_18576,user_79558,1,Undirected
user_18576,user_103127,1,Undirected
user_39716,user_324586,1,Undirected
user_39716,user_36018,1,Undirected
user_281374,user_428292,1,Undirected
user_324586,user_36018,1,Undirected
user_426130,user_231883,1,Undirected
user_426130,user_54546,1,Undirected
user_423539,user_356895,1,Undirected
user_423539,user_55401,1,Undirected
user_423539,user_107476,1,Undirected
user_423539,user_249512,1,Undirected
user_41174,user_248608,1,Undirected
user_41174,user_324093,1,Undirected
user_41174,user_17348,1,Undirected
user_41174,user_169221,1,Undirected
user_41174,user_382641,1,Undirected
user_165958,user_251010,1,Undirected
user_165958,user_40610,1,Undirected
user_27803,user_218206,1,Undirected
user_231883,user_54546,1,Undirected
user_231883,user_423553,1,Undirected
user_231883,user_252235,1,Undirected
user_231883,user_380464,1,Undirected
user_199157,user_177611,1,Undirected
user_199157,user_131585,1,Undirected
user_279156,user_374450,1,Undirected
user_177611,user_131585,1,Undirected
user_420166,user_216456,1,Undirected
user_420166,user_188296,1,Undirected
user_356895,user_55401,1,Undirected
user_356895,user_107476,1,Undirected
user_356895,user_249512,1,Undirected
user_36018,user_478930,1,Undirected
user_36018,user_240174,1,Undirected
user_161445,user_127878,1,Undirected
user_161445,user_45576,1,Undirected
user_161445,user_445501,1,Undirected
user_161445,user_430495,1,Undirected
user_161445,user_232703,1,Undirected
user_161445,user_443504,1,Undirected
user_161445,user_70938,1,Undirected
user_161445,user_5309,1,Undirected
user_161445,user_92431,1,Undirected
user_161445,user_204189,1,Undirected
user_161445,user_143663,1,Undirected
user_161445,user_83145,1,Undirected
user_161445,user_345938,1,Undirected
user_161445,user_43538,1,Undirected
user_161445,user_347010,1,Undirected
user_313048,user_403691,1,Undirected
